begin time,end time,turn,Overlap,Interruption,Successful interruption,turn.holder,speaker,Chinese,Pinyin,English,addressee,arguable.move,issue at stake,substance,whats offered,strategy.detail,strategy,strategy.meaning,option,option.details,target.detail,valence,attitude,explicitness,invocation.signal,trigger,attitude.realisation,graduation.detail,graduation.realisation,engagement.detail,engage.realisation,particle
10:19.2,10:20.9,79,O,I,S,Hostess_H02,Hostess_H02,你都没看到就呗被她看了..[是吗],Nǐ dōu méi kàn dào jiù bei bèi tā kànle.. shì ma,You didn't read it.. but it was seen by her. Was it,husband,,,,,,,,,,,,,,,,,,,,,
10:20.7,10:21.2,80,O,I,S,Husband_H02_WH,Husband_H02_WH,[哎..]对了,Āi.. duìle.,Aye.. yes.,hostess,,,,,,,,,,,,,,,,,,,,,
10:21.2,10:22.6,80,,,,,Husband_H02_WH,她..她挺反感,Tā.. tā tǐng fǎngǎn.,She.. she was quite disgusted.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,invoke,attitudinal token,observed,反感,up:isolated,挺,monoglossic,,
10:22.6,10:25.3,80,,,,,Husband_H02_WH,生气了之后就是逼迫我把它退群,Shēng qì liǎo zhīhòu jiùshì bīpò wǒ bǎ tā tuì qún.,After getting angry.. she forced me to leave the group.,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
10:25.3,10:26.2,80,,,,,Husband_H02_WH,把群删掉,Bǎ qún shān diào.,Delete the group.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,删,up:infused,掉,monoglossic,,
10:26.2,10:27.7,81,,I,S,Hostess_H02,Hostess_H02,群也不能进了,Qún yě bùnéng jìnle,You can't even remain in the group,husband,VoE,,,,,,,,,,,,,,,,,,,,
10:27.7,10:28.7,82,,,,Husband_H02_WH,Husband_H02_WH,不能进了,Bùnéng jìnle.,I can't remain in the group.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,不能,,,monoglossic,,
10:28.7,10:31.2,83,,I,S,Hostess_H02,Hostess_H02,你现在连同学群都没有了,Nǐ xiànzài lián tóngxué qún dōu méiyǒule,Now you are not in that high schoolmate group,husband,,,,,,,,,,,,,,,,,,,,,
10:31.2,10:32.8,84,,,,Husband_H02_WH,Husband_H02_WH,没有了,Méiyǒule.,Not any more.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,monoglossic,,
10:32.7,10:35.2,85,,I,S,Wife_H02_AW,Wife_H02_AW,退群的事是你那个同学让你退的,Tuì qún de shì shì nǐ nàgè tóngxué ràng nǐ tuì de,The thing about leaving the group.. it was suggested by your high schoolmate.,antagonist,VoE,她逼我,VoE,同学让退群,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
10:35.4,10:36.5,86,,I,S,Husband_H02_WH,Husband_H02_WH,你逼我退的,nǐ bī wǒ tuì de,You forced me to leave.,antagonist,,同学让退群,VoE,你逼我,replace with an alternative VE,replace,VoE,No,VoE,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
10:36.5,10:39.2,87,,I,S,Hostess_H02,Hostess_H02,李女士..你心里希望他退吗,lǐ nǚshì.. nǐ xīnlǐ xīwàng tā tuì ma,Ms. Li.. do you want him to leave the group,wife,,,,,,,,,,,,,,,,,,,,,
10:39.2,10:41.0,88,,,,Wife_H02_AW,Wife_H02_AW,希望他退,Xīwàng tā tuì.,I hope he will leave.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,irrealis,,,,,monoglossic,,
10:41.0,10:41.8,89,,I,S,Hostess_H02,Hostess_H02,为什么呢,Wèishéme ne,Why,wife,,,,,,,,,,,,,,,,,,,,,
10:41.9,10:45.1,90,,,,Wife_H02_AW,Wife_H02_AW,因为他们里头含有..含有一些暗恋,Yīnwèi tāmen lǐtou hányǒu.. hányǒu yīxiē ànliàn.,Because in that group.. they had some secret love.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,暗恋,down:isolated,一些,contract:proclaim,,
10:46.2,10:49.9,91,,I,S,Hostess_H02,Hostess_H02,就得掐断一切可能的来源..是吗,Jiù dé qiā duàn yīqiè kěnéng de láiyuán.. shì ma,You had to cut off all possible sources.. right,wife,,,,,,,,,,,,,,,,,,,,,
10:49.9,10:50.5,92,,,,Wife_H02_AW,Wife_H02_AW,对,Duì,Correct.,hostess,,,,,,,,,,self,+ve,judgement,invoke,affirmation,,,,,monoglossic,,
10:51.4,11:10.2,92,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
11:14.7,11:19.2,93,,,,Husband_H02_WH,Husband_H02_WH,我一个男同学..男同学原来跟我关系挺好吧,wǒ yīgè nán tóngxué.. nán tóngxué yuánlái gēn wǒ guānxì tǐng hǎo ba.,One of my male high schoolmates.. a male high schoolmate who used to have a good relationship with me.,hostess,,,,,,,,,,,,,,,,,,,,,
11:19.2,11:22.9,93,O,,,,Husband_H02_WH,我原来我委托我这个男同学去开导她,Wǒ yuánlái wǒ wěituō wǒ zhège nán tóngxué qù kāidǎo tā.,I originally entrusted this male high schoolmate to straighten her out.,hostess,,,,,,,,,,,,,,,,,,,,,
11:22.8,11:23.1,94,O,,,Hostess_H02,Hostess_H02,嗯,Ń.,Mhm.,husband,,,,,,,,,,,,,,,,,,,,,
11:22.9,11:26.6,95,O,,,Husband_H02_WH,Husband_H02_WH,劝解她..让她心亮..心胸大一些,Quànjiě tā.. ràng tā xīn liàng.. xīnxiōng dà yīxiē.,To persuade her.. to make her heart brighter.. broader minded.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
11:26.2,11:26.7,96,O,,,Hostess_H02,Hostess_H02,嗯,Ń.,Mhm.,husband,,,,,,,,,,,,,,,,,,,,,
11:26.6,11:27.9,96,,,,Husband_H02_WH,Husband_H02_WH,嗯..豁达一些,Ń.. huòdá yīxiē.,Well.. more open-minded.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,monoglossic,,
11:27.9,11:31.5,96,,,,,Husband_H02_WH,这男同学一开始..开导效果还比较好一点,Zhè nán tóngxué yī kāishǐ.. kāidǎo xiàoguǒ hái bǐjiào hǎo yīdiǎn.,At the beginning.. this male high schoolmate.. did a pretty good job,hostess,,,,,,,,,,friend,+ve,judgement,inscribe,,,,,,monoglossic,,
11:31.5,11:36.2,96,O,,,,Husband_H02_WH,说实话..后来我这个男同学..也能说..他说话水平也有限..,Shuō shíhuà.. hòulái wǒ zhège nán tóngxué.. yě néng shuō.. tā shuōhuà shuǐpíng yě yǒuxiàn..,To be honest.. later on.. this male high schoolmate.. or we can say that.. he had limited communicative skills.,hostess,,,,,,,,,,friend,-ve,judgement,inscribe,,,,,,monoglossic,,
11:31.7,11:32.0,97,O,,,Hostess_H02,Hostess_H02,嗯,ń.,Mhm.,husband,,,,,,,,,,,,,,,,,,,,,
11:36.2,11:38.2,98,,,,Husband_H02_WH,Husband_H02_WH,后来和她说下道话了,Hòulái hé tā shuō xià dào huàle.,Later.. he said something irrelevant to her.,hostess,,,,,,,,,,friend,-ve,judgement,inscribe,,,,,,monoglossic,,
11:38.2,11:42.1,98,,,,,Husband_H02_WH,就是说这个..不太好的话语了吧,Jiùshì shuō zhège.. bù tài hǎo de huàyǔle ba.,That is to say.. he said something that were not good.,hostess,,,,,,,,,,friend,-ve,judgement,inscribe,,,,down:isolated,,expand:entertain,,
11:42.9,11:47.2,99,,I,S,Wife_H02_AW,Wife_H02_AW,他那个同学吧..我也是希望一种求助或倾诉吧,Tā nàgè tóngxué ba.. wǒ yěshì xīwàng yī zhǒng qiúzhù huò qīngsù ba.,About that high schoolmate.. I also hoped to seek him for advice or get someone I could talk to.,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,monoglossic,,
11:47.2,11:49.2,99,O,,,,Wife_H02_AW,我就跟他那同学说了,Wǒ jiù gēn tā nà tóngxué shuōle.,I told our problems to his high schoolmate.,hostess,,,,,,,,,,,,,,,,,,,,,
11:47.3,11:47.8,100,O,,,Hostess_H02,Hostess_H02,嗯,Ń.,Mhm.,wife,,,,,,,,,,,,,,,,,,,,,
11:49.2,11:51.7,101,,,,Wife_H02_AW,Wife_H02_AW,刚开始的时候..他都劝我,Gāng kāishǐ de shíhòu.. tā dōu quàn wǒ.,At the beginning.. he persuaded me.,hostess,,,,,,,,,,friend,+ve,judgement,invoke,evoke,,,,,monoglossic,,
11:51.7,11:53.1,101,,,,,Wife_H02_AW,你别跟哥生气,Nǐ bié gēn gē shēngqì.,Don't be angry with my brother.,hostess,,,,,,,,,,friend,+ve,judgement,invoke,quotation:other,,,,,monoglossic,,
11:53.1,11:53.8,101,,,,,Wife_H02_AW,怎么了,Zěnmeliǎo,What happened,hostess,,,,,,,,,,,,,,,,,,,,,
11:53.8,11:55.3,101,O,,,,Wife_H02_AW,我跟哥沟通一下,Wǒ gēn gē gōutōng yīxià.,I will communicate with my brother.,hostess,,,,,,,,,,,,,,,,,,,,,
11:55.3,11:55.9,102,O,,,Hostess_H02,Hostess_H02,嗯,Ń.,Mhm.,wife,,,,,,,,,,,,,,,,,,,,,
11:55.8,11:57.4,103,,,,Wife_H02_AW,Wife_H02_AW,你们慢慢缓和一下吧,Nǐmen màn man huǎnhé yīxià ba.,Gradually your relationship will warm up.,hostess,,,,,,,,,,,,,,,,,,,,,
11:57.4,11:59.4,103,,,,,Wife_H02_AW,后来问我几次,Hòulái wèn wǒ jǐ cì.,Later.. he said this to me for several times.,hostess,,,,,,,,,,,,,,,,,,,,,
11:59.4,12:02.0,103,,,,,Wife_H02_AW,他就说你那样多累啊,Tā jiù shuō nǐ nàyàng duō lèi a.,He said that you had been so tired living like this.,hostess,,,,,,,,,,friend,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
12:02.0,12:02.9,103,,,,,Wife_H02_AW,过得多累啊,Guò dé duō lèi a.,Your life was too hard.,hostess,,,,,,,,,,,,,,,,,,,,,
12:02.9,12:04.3,103,,,,,Wife_H02_AW,多不幸福啊,Duō bù xìngfú a.,You were not happy at all.,hostess,,,,,,,,,,,,,,,,,,,,,
12:04.3,12:07.4,103,,,,,Wife_H02_AW,你不行了跟哥离婚吧,Nǐ bùxíngle gēn gē líhūn ba.,If you can't stand.. go and get a divorce.,hostess,,,,,,,,,,,,,,,,,,,,,
12:09.4,12:12.4,104,,I,S,Hostess_H02,Hostess_H02,就这个同学后来并没有起到开导你的作用,Jiù zhège tóngxué hòulái bìng méiyǒu qǐ dào kāidǎo nǐ de zuòyòng.,So this high schoolmate failed to help you.,wife,,,,,,,,,,friend,-ve,judgement,invoke,denial,,没有,,,contract:disclaim:counter,并,
12:12.4,12:13.7,104,O,,,,Hostess_H02,反而把事情,Fǎn'ér bǎ shìqíng,Instead.. he made things…,wife,,,,,,,,,,,,,,,,,,,,,
12:12.7,12:16.6,105,O,I,S,Wife_H02_AW,Wife_H02_AW,对..最后好像..好像有一些就是挑拨离间那种形式了,duì.. zuìhòu hǎoxiàng.. hǎoxiàng yǒu yīxiē jiùshì tiǎobō líjiàn nà zhǒng xíngshìle.,Yes.. in the end.. it seemed that he was pitting me against my husband.,hostess,,,,,,,,,,friend,-ve,judgement,inscribe,,,,up:infused,,expand:entertain,,
12:17.0,12:19.9,106,,I,S,Husband_H02_WH,Husband_H02_WH,她对这个同学也是..也变成敌人了,Tā duì zhège tóngxué yěshì.. yě biàn chéng dírénle.,Her attitude towards this high schoolmate.. too.. he was changed into her enemy.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
12:19.9,12:20.5,106,,,,,Husband_H02_WH,她删掉,Tā shān diào.,She unfriended him on WeChat.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
12:20.5,12:23.3,106,,,,,Husband_H02_WH,告我说..以后这个同学你不能和他接触,Gào wǒ shuō.. yǐhòu zhège tóngxué nǐ bùnéng hé tā jiēchù.,She told me that this high schoolmate.. you can't contact him in the future.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,quotation:other,,,,,monoglossic,,
12:23.3,12:25.1,107,,I,S,Hostess_H02,Hostess_H02,那你的同学问题就更大了,Nà nǐ de tóngxué wèntí jiù gèng dàle.,Then your high schoolmates’ problems are even bigger.,husband,,,,,,,,,,,,,,,,,,,,,
12:25.1,12:28.7,108,,I,S,Husband_H02_WH,Husband_H02_WH,嗯..现在她逼迫我把同学群已经退,Ń.. xiànzài tā bīpò wǒ bǎ tóngxué qún yǐjīng tuì,Yes. Now she has forced me to leave my high schoolmate groups.,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
12:28.7,12:30.2,108,,,,,Husband_H02_WH,实际上她逼迫..已经退了,shíjì shang tā bīpò.. yǐjīng tuìle.,In fact.. she forced me. I had quit it.,hostess,,,,,,,,,,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,
12:30.2,12:32.4,108,,,,,Husband_H02_WH,我这个退同学（群）我是不情愿的,Wǒ zhège tuì tóngxué (qún) wǒ shì bù qíngyuàn de,I was reluctant to leave this high schoolmates group.,hostess,,,,,,,,,,self,+ve,judgement,invoke,attitudinal token,antagonist,,,,contract:proclaim,,
12:32.8,12:40.6,109,,I,S,Wife_H02_AW,Wife_H02_AW,给我的看法我感觉他这个同学当中..一来跟这个女的同学..二来这个男的同学又挑拨我们,gěi wǒ de kànfǎ wǒ gǎnjué tā zhège tóngxué dāngzhōng.. yī lái gēn zhège nǚ de tóngxué.. èr lái zhège nán de tóngxué yòu tiǎobō wǒmen.,The opinion.. the feeling I have is that.. among his high schoolmates.. on the one hand.. with this female high schoolmate.. on the other hand.. this male high schoolmate tried to alienate us.,hostess,,,,,,,,,,friend,-ve,judgement,inscribe,,,,up:infused,,expand:entertain,,
12:40.6,12:44.3,109,,,,,Wife_H02_AW,对我来说就是这样同学不可以聊,Duì wǒ lái shuō jiùshì zhèyàng tóngxué bù kěyǐ liáo.,For me.. we can't stay in touch with such high schoolmates.,hostess,,,,,,,,,,friend,-ve,judgement,invoke,denial,,,,,expand:entertain,,
12:45.2,12:49.4,110,,,S,Hostess_H02,Hostess_H02,不管怎么说吧..他人也删了..,Bùguǎn zěnme shuō ba.. tārén yě shānle..,Anyway.. he has deleted the contacts.,wife,,,,,,,,,,,,,,,,,,,expand:entertain,,
12:49.4,12:51.8,110,,,,,Hostess_H02,同学群也退了,tóngxué qún yě tuìle.,He has left the high schoolmate groups.,wife,,,,,,,,,,,,,,,,,,,,,
12:51.8,12:56.2,110,,,,,Hostess_H02,这个事在你心里还过去不了..是因为什么呢,Zhège shì zài nǐ xīnlǐ há.Guòqù bùliǎo.. shì yīnwèi shé me ne,You still can't let it go. Why is that,wife,,,,,,,,,,,,,,,,,,,,,
12:56.2,12:59.2,111,,,,Wife_H02_AW,Wife_H02_AW,这两年给我的感觉就是对家庭不负责任,Zhè liǎng nián gěi wǒ de gǎnjué jiùshì duì jiātíng bù fù zérèn.,In these two years I have the feeling that he is not responsible for the family,hostess,,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,expand:entertain,,
13:01.3,13:11.2,111,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
13:11.3,13:13.1,112,,,,Wife_H02_AW,Wife_H02_AW,我们家是做生意的嘛..在外头,Wǒmen jiā shì zuò shēngyì de ma.. zài wàitou.,Our family is doing business.. outside.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
13:13.1,13:15.7,112,,,,,Wife_H02_AW,让他帮我儿子看摊的时候..,Ràng tā bāng wǒ érzi kān tān de shíhòu..,When it's his turn to help my son take care of the trade..,hostess,,,,,,,,,,,,,,,,,,,,,
13:15.7,13:17.4,112,,,,,Wife_H02_AW,我儿子去的时候..,wǒ érzi qù de shíhòu..,When it's my son's shift..,hostess,,,,,,,,,,,,,,,,,,,,,
13:17.4,13:19.2,112,,,,,Wife_H02_AW,就是说七点就可以到那儿..,jiùshì shuō qī diǎn jiù kěyǐ dào nà'er..,that is to say.. my son can get there at seven o'clock.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
13:19.2,13:22.0,112,,,,,Wife_H02_AW,让他的去的时候到八点半九点才到,ràng tā de qù de shíhòu dào bā diǎn bàn jiǔ diǎn cái dào.,When it's his turn to go.. he won't arrive until eight thirty or nine.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,到,up:isolated,八点九点,contract:disclaim:counter,,
13:22.4,13:24.4,112,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
13:24.4,13:26.2,113,,,,Wife_H02_AW,Wife_H02_AW,对..总是晚去,Duì.. zǒng shì wǎn qù.,Yes.. he is always late.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,晚去,up:isolated,总是,contract:disclaim:counter,总是,
13:26.2,13:28.0,113,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
13:28.3,13:30.1,114,,,,Wife_H02_AW,Wife_H02_AW,说明他对家庭不负责任,Shuōmíng tā duì jiātíng bù fù zérèn.,That shows that he is not responsible for the family.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,不负责任,,,contract:proclaim,,
13:30.5,13:33.8,115,,I,S,Husband_H02_WH,Husband_H02_WH,我是在抽时间嘛..,Wǒ shì zài chōu shíjiān ma..,I am squeezing in..,hostess,VoE,对家庭不负责,ExAss,抽时间字画,reorient to a VE,reorient,VoE,Yes,VoE; ExAss,self,+ve,judgement,invoke,evoke,,,,,contract:proclaim,,
13:33.8,13:35.8,115,,,,,Husband_H02_WH,爱好一些字画类的,àihào yīxiē zìhuà lèi de.,my hobbies in calligraphy.. painting.. that sort of things,hostess,,,,,,,,,,self,+ve,judgement,inscribe,,,,,,monoglossic,,
13:35.8,13:37.8,115,,,,,Husband_H02_WH,自个儿收藏类这个小玩意,Zì gě er shōucáng lèi zhège xiǎo wányì.,Some small hobbies like collecting,hostess,,,,,,,,,,,,,,,,,,,,,
13:37.9,13:39.1,116,O,I,S,Hostess_H02,Hostess_H02,忙活这些东西去了,Mánghuo zhèxiē dōngxī qùle,So you are busy with these things,husband,,,,,,,,,,,,,,,,,,,,,
13:39.1,13:41.2,117,O,I,S,Husband_H02_WH,Husband_H02_WH,我看着表之后半个小时能弄完,Wǒ kànzhe biǎo zhīhòu bàn gè xiǎoshí néng nòng wán.,I checked the time. I thought I could finish it in half an hour.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
13:41.2,13:42.7,117,,,,,Husband_H02_WH,实际上一个半小时才弄完,Shíjì shang yīgè bàn xiǎoshí cái nòng wán.,In fact.. it took me one and a half hours to finish.,hostess,,,,,,,,,,,,,,,,,,,contract:disclaim:counter,,
13:42.7,13:44.5,117,,,,,Husband_H02_WH,我一看表..完了,Wǒ yī kàn biǎo.. wánliǎo.,I looked at the watch and thought.. OMG.,hostess,,,,,,,,,,,,,,,,,,,,,
13:44.5,13:46.4,117,,,,,Husband_H02_WH,她如果说在理解的情况下..,Tā rúguǒ shuō zài lǐjiě de qíngkuàng xià..,If.. let's say.. she was understanding.. ,hostess,IVoE,,,,,,,,,antagonist,-ve,judgement,invoke,contrast,,,,,expand:entertain,,
13:46.4,13:47.8,117,,,,,Husband_H02_WH,哦..咱下次注意就中了,ó.. zán xià cì zhùyì jiù zhōngle.,Oh.. I would pay attention to it next time.,hostess,,,,,,,,,,,,,,,,,,,,,
13:48.1,13:49.1,117,,,,,Husband_H02_WH,这事就算过去了,Zhè shì jiùsuàn guòqùle.,This matter would be over.,hostess,,,,,,,,,,,,,,,,,,,,,
13:49.2,13:51.0,117,,,,,Husband_H02_WH,她不依不饶,Tā bùyī bù ráo.,She was unwilling to forgive,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,up:infused,,monoglossic,,
13:51.0,13:53.5,117,,,,,Husband_H02_WH,她用放大镜看我的缺点..感觉是,Tā yòng fàngdàjìng kàn wǒ de quēdiǎn.. gǎnjué shì.,I feel.. she used a magnifying glass to look at my shortcomings.,hostess,ExAss,,,,,,,,,antagonist,-ve,judgement,inscribe,,,,,,expand:entertain,,
13:54.0,13:57.2,118,,I,S,Wife_H02_AW,Wife_H02_AW,反正给我的感觉..反正跟平常不一样,Fǎnzhèng gěi wǒ de gǎnjué.. fǎnzhèng gēn píngcháng bù yīyàng.,Anyway.. it gave me the feeling that he is different from usual.,hostess,IVoE,抽时间字画,VoE,不一样,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,contrast,,,,,contract:proclaim,,
13:57.2,13:59.4,118,,,,,Wife_H02_AW,玩手机玩得特别厉害,Wán shǒujī wán dé tèbié lìhài.,He is addictive to his mobile phone.,hostess,VoE,,VoE,玩手机,replace with an alternative VE,replace,VoE,Yes,VoE; IVoE; ExAss,antagonist,-ve,judgement,invoke,evoke,,厉害,up:isolated,特别,monoglossic,,
13:59.8,14:02.5,118,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,,,,,,,,,,
14:02.5,14:04.6,119,,,,Wife_H02_AW,Wife_H02_AW,群退了..里头一些网友什么的,Qún tuìle.. lǐtou yīxiē wǎngyǒu shénme de.,He has left the group. But there are some social media friends.,hostess,VoE,,,,,,,,,,,,,,,,,,,,
14:04.6,14:06.4,119,,,,,Wife_H02_AW,每天早起起床..,Měitiān zǎoqǐ qǐchuáng..,Every morning.. after he gets up..,hostess,,,,,,,,,,,,,,,,,,,,,
14:06.4,14:09.1,119,,,,,Wife_H02_AW,第一个任务就是先拿起手机,dì yīgè rènwù jiùshì xiān ná qǐ shǒujī.,The first task is to pick up the phone.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,拿手机,up:isolated,第一个,contract:disclaim:counter,,
14:09.1,14:12.6,119,,,,,Wife_H02_AW,里头每一个同学都是发一些早上好,Lǐtou měi yīgè tóngxué dōu shì fā yīxiē zǎoshang hǎo.,He sends out morning greetings to every high schoolmate on WeChat.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,up-scaling,,每一个同学,,,contract:disclaim:counter,,
14:12.6,14:14.4,119,,,,,Wife_H02_AW,一溜一溜地往外发,Yīliū yīliū de wǎngwài fā.,He sends out greetings in rows.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,发早上好,up:isolated,一溜,monoglossic,,
14:14.4,14:16.5,119,O,,,,Wife_H02_AW,但是他没有给我发过,Dànshì tā méiyǒu gěi wǒ fāguò.,But he never sends it to me.,hostess,VoE,,,,,,,,,antagonist,-ve,judgement,invoke,denial,,没有,,,contract:disclaim:counter,,
14:16.5,14:17.6,120,O,I,S,Husband_H02_WH,Husband_H02_WH,哼,Hēng,Hmph.,,,,,,,,,,,,,,,,,,,,,,
14:17.6,14:22.0,120,,,,,Husband_H02_WH,我们在结婚的时候..我们都习惯性地不问好,wǒmen zài jiéhūn de shíhòu.. wǒmen dōu xíguàn xìng dì bù wènhǎo.,since we were married.. we habitually don't say hello to each other.,hostess,,不问好,VoE,习惯不问好,replace with an alternative VE,replace,VoE,No,VoE,,,,,,,,,,,,
14:22.0,14:23.2,120,,,,,Husband_H02_WH,这个好像感觉很正常,Zhège hǎoxiàng gǎnjué hěn zhèngcháng.,This seems to normal.,hostess,,不问好,VoE,正常,reorient to an interpretation of the VE /attitudinalize the VE,reorient,ExAss,No,VoE,self,+ve,judgement,inscribe,,,,down:isolated,,expand:entertain,,
14:23.2,14:25.0,120,,,,,Husband_H02_WH,她认为我跟同学问好,Tā rènwéi wǒ gēn tóngxué wènhǎo.,She thinks that I say hello to my high schoolmates.,hostess,,,,,,,,,,antagonist,-ve,judgement,invoke,evoke,,,,,monoglossic,,
14:25.0,14:26.9,120,,,,,Husband_H02_WH,好像跟一个朋友关系要近了..,Hǎoxiàng gēn yī gè péngyǒu guānxì yào jìnle..,It seems that if my relationship with a friend is closer.,hostess,,,,,,,,,,,,,,,,,,,,,
14:26.9,14:28.8,120,,,,,Husband_H02_WH,她的关系远了,tā de guānxì yuǎnle.,the relationship with her will be further.,hostess,,,,,,,,,,,,,,,,,,,,,
14:28.8,14:31.1,120,,,,,Husband_H02_WH,实际上说实话这个..,Shíjì shang shuō shíhuà zhège..,Actually.. in fact.. about this..,hostess,,不问好,VoE,打比方,reorient to an interpretation of the VE /attitudinalize the VE,reorient,IVoE,No,VoE,antagonist,-ve,appreciation,invoke,metaphor,,,,,contract:proclaim,,
14:31.1,14:33.9,120,,,,,Husband_H02_WH,这个关系这个空间都不一样,zhège guānxì zhège kōngjiān dōu bù yīyàng.,This relationship.. this space is different.,hostess,,,,,,,,,,,,,,,,,,,,,
14:33.9,14:35.0,120,,,,,Husband_H02_WH,这个我打比方说..,Zhège wǒ dǎ bǐfāng shuō..,Let me make an analogy.,hostess,,,,,,,,,,,,,,,,,,,,,
14:35.0,14:37.0,120,,,,,Husband_H02_WH,我说这五个手指头吧,wǒ shuō zhè wǔ gè shǒuzhǐ tou ba.,Let's say these five fingers.,hostess,,,,,,,,,,,,,,,,,,,expand:entertain,,
14:37.0,14:38.8,120,,,,,Husband_H02_WH,这属于夫妻空间,Zhè shǔyú fūqī kōngjiān.,This is a space belong to husband and wife.,hostess,,,,,,,,,,,,,,,,,,,,,
14:38.8,14:42.0,120,,,,,Husband_H02_WH,这是父母空间和兄弟姐妹空间,Zhè shì fùmǔ kōngjiān hé xiōngdì jiěmèi kōngjiān.,This is a space for parents.. and a space for siblings.,hostess,,,,,,,,,,,,,,,,,,,,,
14:42.0,14:43.2,120,,,,,Husband_H02_WH,朋友空间,Péngyǒu kōngjiān.,A space for friends.,hostess,,,,,,,,,,,,,,,,,,,,,
14:43.2,14:45.7,120,,,,,Husband_H02_WH,自个儿单独的喜爱的空间,Zì gě er dāndú de xǐ'ài de kōngjiān.,A space exclusively for myself. For my own hobbies.,hostess,,,,,,,,,,,,,,,,,,,,,
14:45.7,14:47.2,120,,,,,Husband_H02_WH,还有等等等等很多空间,Hái yǒu děng děng děng děng hěnduō kōngjiān.,There are plenty of other spaces too.,hostess,,,,,,,,,,,,,,,,,,,,,
14:47.2,14:49.7,120,,,,,Husband_H02_WH,这个空间看起来像是分开的,Zhège kōngjiān kàn qǐlái xiàng shì fēnkāi de.,These spaces seem to be separate.,hostess,,,,,,,,,,,,,,,,,,,,,
14:49.7,14:52.3,120,,,,,Husband_H02_WH,但是抓一块它是在一起的,Dànshì zhuā yīkuài tā shì zài yīqǐ de.,But when holding them together.. it's a whole.,hostess,,,,,,,,,,,,,,,,,,,,,
14:52.3,14:55.3,120,,,,,Husband_H02_WH,你要非要把这个空间挪到这个空间上..,Nǐ yào fēi yào bǎ zhège kōngjiān nuó dào zhège kōngjiān shàng..,If you deliberately want to move this space to another..,hostess,,,,,,,,,,people (generic),-ve,judgement,invoke,counter-expectancy,,,,,contract:disclaim:counter,,
14:55.3,14:56.8,120,,,,,Husband_H02_WH,这并不合适,zhè bìng bù héshì.,that will not be appropriate.,hostess,,,,,,,,,,people (generic),-ve,judgement,inscribe,,,,,,contract:disclaim:counter,,
14:56.8,14:59.3,120,,,,,Husband_H02_WH,你砍掉这个空间它都不完整了,Nǐ kǎn diào zhège kōngjiān tā dōu bù wánzhěngle.,If you cut off one space.. it will not be complete.,hostess,,,,,,,,,,people (generic),-ve,judgement,invoke,denial,,,,,monoglossic,,
14:59.3,15:01.8,120,,,,Voiceover,Voiceover,,,,,,,,,,,,,,,,       ,,,,,,,,,
